YEAR,OCC1950,MARST,mariageStatusCount,teacherCount,percent,MaritalStatus,Profession
2006,3,2.0,26,2235,1.1633109619686801,"Married, spouse absent",Architects
2006,3,3.0,16,2235,0.7158836689038032,Separated,Architects
2006,3,4.0,169,2235,7.56152125279642,Divorced,Architects
2006,3,5.0,21,2235,0.9395973154362416,Widowed,Architects
2006,3,6.0,466,2235,20.85011185682327,Never married/single,Architects
2007,3,1.0,1540,2246,68.56634016028495,"Married, spouse present",Architects
2007,3,2.0,23,2246,1.0240427426536063,"Married, spouse absent",Architects
2007,3,3.0,16,2246,0.7123775601068566,Separated,Architects
2007,3,4.0,190,2246,8.459483526268922,Divorced,Architects
2007,3,5.0,23,2246,1.0240427426536063,Widowed,Architects
2007,3,6.0,454,2246,20.21371326803206,Never married/single,Architects
2008,3,1.0,1599,2372,67.4114671163575,"Married, spouse present",Architects
2008,3,2.0,38,2372,1.6020236087689714,"Married, spouse absent",Architects
2008,3,3.0,24,2372,1.0118043844856661,Separated,Architects
2008,3,4.0,178,2372,7.504215851602024,Divorced,Architects
2008,3,5.0,23,2372,0.96964586846543,Widowed,Architects
2008,3,6.0,510,2372,21.500843170320405,Never married/single,Architects
2009,3,1.0,1554,2213,70.22141888838681,"Married, spouse present",Architects
2009,3,2.0,23,2213,1.0393131495707186,"Married, spouse absent",Architects
2009,3,3.0,26,2213,1.174875734297334,Separated,Architects
2009,3,4.0,155,2213,7.004066877541798,Divorced,Architects
2009,3,5.0,25,2213,1.1296882060551288,Widowed,Architects
2009,3,6.0,430,2213,19.430637144148218,Never married/single,Architects
2010,3,1.0,1456,2138,68.10102899906455,"Married, spouse present",Architects
2010,3,2.0,23,2138,1.0757717492984098,"Married, spouse absent",Architects
2010,3,3.0,15,2138,0.7015902712815716,Separated,Architects
2010,3,4.0,177,2138,8.278765201122544,Divorced,Architects
2010,3,5.0,24,2138,1.1225444340505144,Widowed,Architects
2010,3,6.0,443,2138,20.720299345182415,Never married/single,Architects
2011,3,1.0,1401,2049,68.37481698389458,"Married, spouse present",Architects
2011,3,2.0,29,2049,1.4153245485602732,"Married, spouse absent",Architects
2011,3,3.0,16,2049,0.7808687164470474,Separated,Architects
2011,3,4.0,155,2049,7.564665690580771,Divorced,Architects
2011,3,5.0,24,2049,1.171303074670571,Widowed,Architects
2011,3,6.0,424,2049,20.693020985846754,Never married/single,Architects
2012,3,1.0,1412,2003,70.49425861208188,"Married, spouse present",Architects
2012,3,2.0,24,2003,1.1982026959560659,"Married, spouse absent",Architects
2012,3,3.0,27,2003,1.3479780329505742,Separated,Architects
2012,3,4.0,139,2003,6.939590614078882,Divorced,Architects
2012,3,5.0,33,2003,1.6475287069395907,Widowed,Architects
2012,3,6.0,368,2003,18.372441337993013,Never married/single,Architects
2013,3,1.0,1524,2241,68.00535475234271,"Married, spouse present",Architects
2013,3,2.0,30,2241,1.3386880856760375,"Married, spouse absent",Architects
2013,3,3.0,18,2241,0.8032128514056224,Separated,Architects
2013,3,4.0,180,2241,8.032128514056225,Divorced,Architects
2013,3,5.0,28,2241,1.249442213297635,Widowed,Architects
2013,3,6.0,461,2241,20.57117358322178,Never married/single,Architects
2014,3,1.0,1435,2108,68.07400379506642,"Married, spouse present",Architects
2014,3,2.0,30,2108,1.4231499051233396,"Married, spouse absent",Architects
2014,3,3.0,15,2108,0.7115749525616698,Separated,Architects
2014,3,4.0,165,2108,7.827324478178369,Divorced,Architects
2014,3,5.0,22,2108,1.0436432637571158,Widowed,Architects
2014,3,6.0,441,2108,20.92030360531309,Never married/single,Architects
2015,3,1.0,1424,2133,66.76043131739334,"Married, spouse present",Architects
2015,3,2.0,34,2133,1.5939990623534925,"Married, spouse absent",Architects
2015,3,3.0,17,2133,0.7969995311767463,Separated,Architects
2015,3,4.0,167,2133,7.82934833567745,Divorced,Architects
2015,3,5.0,28,2133,1.3127051101734646,Widowed,Architects
2015,3,6.0,463,2133,21.706516643225505,Never married/single,Architects
2016,3,1.0,1505,2216,67.91516245487365,"Married, spouse present",Architects
2016,3,2.0,32,2216,1.444043321299639,"Married, spouse absent",Architects
2016,3,3.0,17,2216,0.7671480144404332,Separated,Architects
2016,3,4.0,177,2216,7.987364620938628,Divorced,Architects
2016,3,5.0,22,2216,0.9927797833935018,Widowed,Architects
2016,3,6.0,463,2216,20.89350180505415,Never married/single,Architects
2017,3,1.0,1626,2351,69.1620586984262,"Married, spouse present",Architects
2017,3,2.0,42,2351,1.7864738409187582,"Married, spouse absent",Architects
2017,3,3.0,23,2351,0.9783071033602722,Separated,Architects
2017,3,4.0,174,2351,7.401105912377711,Divorced,Architects
2017,3,5.0,25,2351,1.0633772862611655,Widowed,Architects
2017,3,6.0,461,2351,19.60867715865589,Never married/single,Architects
2018,3,1.0,1672,2490,67.14859437751004,"Married, spouse present",Architects
2018,3,2.0,38,2490,1.5261044176706828,"Married, spouse absent",Architects
2018,3,3.0,26,2490,1.0441767068273093,Separated,Architects
2018,3,4.0,182,2490,7.309236947791165,Divorced,Architects
2018,3,5.0,36,2490,1.4457831325301205,Widowed,Architects
2018,3,6.0,536,2490,21.526104417670684,Never married/single,Architects
2019,3,1.0,1947,2915,66.79245283018868,"Married, spouse present",Architects
2019,3,2.0,34,2915,1.1663807890222984,"Married, spouse absent",Architects
2019,3,3.0,22,2915,0.7547169811320755,Separated,Architects
2019,3,4.0,249,2915,8.542024013722127,Divorced,Architects
2019,3,5.0,51,2915,1.7495711835334475,Widowed,Architects
2019,3,6.0,612,2915,20.994854202401374,Never married/single,Architects
1880,4,1.0,348,991,35.11604439959637,"Married, spouse present",Artists and art teachers
1880,4,2.0,50,991,5.045408678102927,"Married, spouse absent",Artists and art teachers
1880,4,4.0,3,991,0.30272452068617556,Divorced,Artists and art teachers
1880,4,5.0,55,991,5.549949545913218,Widowed,Artists and art teachers
1880,4,6.0,535,991,53.98587285570131,Never married/single,Artists and art teachers
1900,4,1.0,397,1326,29.939668174962293,"Married, spouse present",Artists and art teachers
1900,4,2.0,38,1326,2.865761689291101,"Married, spouse absent",Artists and art teachers
1900,4,4.0,10,1326,0.7541478129713424,Divorced,Artists and art teachers
1900,4,5.0,71,1326,5.3544494720965305,Widowed,Artists and art teachers
1900,4,6.0,810,1326,61.085972850678736,Never married/single,Artists and art teachers
1910,4,1.0,132,377,35.0132625994695,"Married, spouse present",Artists and art teachers
1910,4,2.0,14,377,3.7135278514588856,"Married, spouse absent",Artists and art teachers
1910,4,4.0,4,377,1.0610079575596816,Divorced,Artists and art teachers
1910,4,5.0,25,377,6.631299734748011,Widowed,Artists and art teachers
1910,4,6.0,202,377,53.58090185676393,Never married/single,Artists and art teachers
1920,4,1.0,131,340,38.529411764705884,"Married, spouse present",Artists and art teachers
1920,4,2.0,16,340,4.705882352941177,"Married, spouse absent",Artists and art teachers
1920,4,4.0,6,340,1.7647058823529411,Divorced,Artists and art teachers
1920,4,5.0,22,340,6.470588235294119,Widowed,Artists and art teachers
1920,4,6.0,165,340,48.529411764705884,Never married/single,Artists and art teachers
1930,4,1.0,1166,2671,43.65406214900786,"Married, spouse present",Artists and art teachers
1930,4,2.0,102,2671,3.8187944590041183,"Married, spouse absent",Artists and art teachers
1930,4,4.0,53,2671,1.9842755522276303,Divorced,Artists and art teachers
1930,4,5.0,111,2671,4.155746911269188,Widowed,Artists and art teachers
1930,4,6.0,1239,2671,46.38712092849121,Never married/single,Artists and art teachers
1940,4,1.0,309,627,49.282296650717704,"Married, spouse present",Artists and art teachers
1940,4,2.0,19,627,3.0303030303030303,"Married, spouse absent",Artists and art teachers
1940,4,4.0,10,627,1.5948963317384368,Divorced,Artists and art teachers
1940,4,5.0,23,627,3.6682615629984054,Widowed,Artists and art teachers
1940,4,6.0,266,627,42.42424242424242,Never married/single,Artists and art teachers
1950,4,1.0,464,782,59.33503836317136,"Married, spouse present",Artists and art teachers
1950,4,2.0,12,782,1.5345268542199488,"Married, spouse absent",Artists and art teachers
1950,4,3.0,11,782,1.4066496163682864,Separated,Artists and art teachers
1950,4,4.0,23,782,2.941176470588235,Divorced,Artists and art teachers
1950,4,5.0,21,782,2.6854219948849107,Widowed,Artists and art teachers
1950,4,6.0,251,782,32.09718670076726,Never married/single,Artists and art teachers
1960,4,1.0,4495,6537,68.76242924889094,"Married, spouse present",Artists and art teachers
1960,4,2.0,81,6537,1.2391005048187242,"Married, spouse absent",Artists and art teachers
1960,4,3.0,67,6537,1.0249349854673397,Separated,Artists and art teachers
1960,4,4.0,233,6537,3.5643261434908977,Divorced,Artists and art teachers
1960,4,5.0,201,6537,3.0748049564020192,Widowed,Artists and art teachers
1960,4,6.0,1460,6537,22.33440416093009,Never married/single,Artists and art teachers
1970,4,1.0,1755,2684,65.38748137108793,"Married, spouse present",Artists and art teachers
1970,4,2.0,45,2684,1.6766020864381521,"Married, spouse absent",Artists and art teachers
1970,4,3.0,36,2684,1.3412816691505216,Separated,Artists and art teachers
1970,4,4.0,158,2684,5.886736214605067,Divorced,Artists and art teachers
1970,4,5.0,70,2684,2.608047690014903,Widowed,Artists and art teachers
1970,4,6.0,620,2684,23.09985096870343,Never married/single,Artists and art teachers
1980,4,1.0,4976,9006,55.25205418609816,"Married, spouse present",Artists and art teachers
1980,4,2.0,90,9006,0.9993337774816788,"Married, spouse absent",Artists and art teachers
1980,4,3.0,215,9006,2.387297357317344,Separated,Artists and art teachers
1980,4,4.0,880,9006,9.771263602043083,Divorced,Artists and art teachers
1980,4,5.0,216,9006,2.3984010659560293,Widowed,Artists and art teachers
1980,4,6.0,2629,9006,29.19165001110371,Never married/single,Artists and art teachers
1990,4,1.0,7108,11971,59.37682733272074,"Married, spouse present",Artists and art teachers
1990,4,2.0,116,11971,0.9690084370562192,"Married, spouse absent",Artists and art teachers
1990,4,3.0,201,11971,1.6790577228301728,Separated,Artists and art teachers
1990,4,4.0,1263,11971,10.550497034500042,Divorced,Artists and art teachers
1990,4,5.0,305,11971,2.5478239077771283,Widowed,Artists and art teachers
1990,4,6.0,2978,11971,24.876785565115696,Never married/single,Artists and art teachers
2000,4,1.0,8226,14334,57.38802846379238,"Married, spouse present",Artists and art teachers
2000,4,2.0,309,14334,2.155713687735454,"Married, spouse absent",Artists and art teachers
2000,4,3.0,232,14334,1.618529370726943,Separated,Artists and art teachers
2000,4,4.0,1641,14334,11.448304730012557,Divorced,Artists and art teachers
2000,4,5.0,412,14334,2.8742849169806055,Widowed,Artists and art teachers
2000,4,6.0,3514,14334,24.515138830752058,Never married/single,Artists and art teachers
2001,4,1.0,773,1274,60.67503924646782,"Married, spouse present",Artists and art teachers
2001,4,2.0,12,1274,0.9419152276295133,"Married, spouse absent",Artists and art teachers
2001,4,3.0,17,1274,1.3343799058084773,Separated,Artists and art teachers
2001,4,4.0,143,1274,11.224489795918368,Divorced,Artists and art teachers
2001,4,5.0,18,1274,1.4128728414442702,Widowed,Artists and art teachers
2001,4,6.0,311,1274,24.411302982731552,Never married/single,Artists and art teachers
2002,4,1.0,683,1177,58.028887000849615,"Married, spouse present",Artists and art teachers
2002,4,2.0,14,1177,1.1894647408666101,"Married, spouse absent",Artists and art teachers
2002,4,3.0,27,1177,2.2939677145284625,Separated,Artists and art teachers
2002,4,4.0,123,1177,10.450297366185216,Divorced,Artists and art teachers
2002,4,5.0,30,1177,2.548853016142736,Widowed,Artists and art teachers
2002,4,6.0,300,1177,25.48853016142736,Never married/single,Artists and art teachers
2003,4,1.0,710,1214,58.48434925864909,"Married, spouse present",Artists and art teachers
2003,4,2.0,11,1214,0.9060955518945634,"Married, spouse absent",Artists and art teachers
2003,4,3.0,14,1214,1.1532125205930808,Separated,Artists and art teachers
2003,4,4.0,166,1214,13.673805601317957,Divorced,Artists and art teachers
2003,4,5.0,32,1214,2.6359143327841847,Widowed,Artists and art teachers
2003,4,6.0,281,1214,23.14662273476112,Never married/single,Artists and art teachers
2004,4,1.0,783,1244,62.942122186495176,"Married, spouse present",Artists and art teachers
2004,4,2.0,29,1244,2.3311897106109325,"Married, spouse absent",Artists and art teachers
2004,4,3.0,20,1244,1.607717041800643,Separated,Artists and art teachers
2004,4,4.0,121,1244,9.72668810289389,Divorced,Artists and art teachers
2004,4,5.0,31,1244,2.491961414790997,Widowed,Artists and art teachers
2004,4,6.0,260,1244,20.90032154340836,Never married/single,Artists and art teachers
2005,4,1.0,1743,2855,61.0507880910683,"Married, spouse present",Artists and art teachers
2005,4,2.0,36,2855,1.2609457092819614,"Married, spouse absent",Artists and art teachers
2005,4,3.0,40,2855,1.4010507880910683,Separated,Artists and art teachers
2005,4,4.0,330,2855,11.558669001751314,Divorced,Artists and art teachers
2005,4,5.0,86,2855,3.0122591943957966,Widowed,Artists and art teachers
2005,4,6.0,620,2855,21.71628721541156,Never married/single,Artists and art teachers
2006,4,1.0,1750,2940,59.523809523809526,"Married, spouse present",Artists and art teachers
2006,4,2.0,39,2940,1.3265306122448979,"Married, spouse absent",Artists and art teachers
2006,4,3.0,42,2940,1.4285714285714286,Separated,Artists and art teachers
2006,4,4.0,334,2940,11.360544217687076,Divorced,Artists and art teachers
2006,4,5.0,99,2940,3.36734693877551,Widowed,Artists and art teachers
2006,4,6.0,676,2940,22.993197278911566,Never married/single,Artists and art teachers
2007,4,1.0,1616,2779,58.15041381792011,"Married, spouse present",Artists and art teachers
2007,4,2.0,35,2779,1.2594458438287155,"Married, spouse absent",Artists and art teachers
2007,4,3.0,34,2779,1.2234616768621807,Separated,Artists and art teachers
2007,4,4.0,337,2779,12.126664267722202,Divorced,Artists and art teachers
2007,4,5.0,92,2779,3.3105433609211947,Widowed,Artists and art teachers
2007,4,6.0,665,2779,23.929471032745592,Never married/single,Artists and art teachers
2008,4,1.0,1558,2715,57.38489871086556,"Married, spouse present",Artists and art teachers
2008,4,2.0,32,2715,1.1786372007366481,"Married, spouse absent",Artists and art teachers
2008,4,3.0,34,2715,1.2523020257826887,Separated,Artists and art teachers
2008,4,4.0,323,2715,11.896869244935543,Divorced,Artists and art teachers
2008,4,5.0,65,2715,2.394106813996317,Widowed,Artists and art teachers
2008,4,6.0,703,2715,25.893186003683244,Never married/single,Artists and art teachers
2009,4,1.0,1504,2590,58.069498069498074,"Married, spouse present",Artists and art teachers
2009,4,2.0,38,2590,1.4671814671814671,"Married, spouse absent",Artists and art teachers
2009,4,3.0,35,2590,1.3513513513513513,Separated,Artists and art teachers
2009,4,4.0,307,2590,11.853281853281853,Divorced,Artists and art teachers
2009,4,5.0,68,2590,2.6254826254826256,Widowed,Artists and art teachers
2009,4,6.0,638,2590,24.633204633204635,Never married/single,Artists and art teachers
2010,4,1.0,1571,2667,58.90513685789276,"Married, spouse present",Artists and art teachers
2010,4,2.0,37,2667,1.3873265841769777,"Married, spouse absent",Artists and art teachers
2010,4,3.0,34,2667,1.274840644919385,Separated,Artists and art teachers
2010,4,4.0,320,2667,11.998500187476566,Divorced,Artists and art teachers
2010,4,5.0,60,2667,2.249718785151856,Widowed,Artists and art teachers
2010,4,6.0,645,2667,24.184476940382453,Never married/single,Artists and art teachers
2011,4,1.0,1411,2542,55.507474429583006,"Married, spouse present",Artists and art teachers
2011,4,2.0,27,2542,1.0621557828481512,"Married, spouse absent",Artists and art teachers
2011,4,3.0,41,2542,1.6129032258064515,Separated,Artists and art teachers
2011,4,4.0,326,2542,12.824547600314713,Divorced,Artists and art teachers
2011,4,5.0,69,2542,2.7143981117230527,Widowed,Artists and art teachers
2011,4,6.0,668,2542,26.278520849724625,Never married/single,Artists and art teachers
2012,4,1.0,1437,2573,55.84920326467159,"Married, spouse present",Artists and art teachers
2012,4,2.0,35,2573,1.3602798289933928,"Married, spouse absent",Artists and art teachers
2012,4,3.0,34,2573,1.3214146910221531,Separated,Artists and art teachers
2012,4,4.0,322,2573,12.514574426739214,Divorced,Artists and art teachers
2012,4,5.0,53,2573,2.0598523124757095,Widowed,Artists and art teachers
2012,4,6.0,692,2573,26.89467547609794,Never married/single,Artists and art teachers
2013,4,1.0,1530,2795,54.74060822898033,"Married, spouse present",Artists and art teachers
2013,4,2.0,64,2795,2.289803220035778,"Married, spouse absent",Artists and art teachers
2013,4,3.0,34,2795,1.2164579606440071,Separated,Artists and art teachers
2013,4,4.0,316,2795,11.305903398926654,Divorced,Artists and art teachers
2013,4,5.0,60,2795,2.146690518783542,Widowed,Artists and art teachers
2013,4,6.0,791,2795,28.300536672629693,Never married/single,Artists and art teachers
2014,4,1.0,1481,2652,55.84464555052791,"Married, spouse present",Artists and art teachers
2014,4,2.0,44,2652,1.6591251885369533,"Married, spouse absent",Artists and art teachers
2014,4,3.0,35,2652,1.3197586726998491,Separated,Artists and art teachers
2014,4,4.0,285,2652,10.74660633484163,Divorced,Artists and art teachers
2014,4,5.0,89,2652,3.3559577677224737,Widowed,Artists and art teachers
2014,4,6.0,718,2652,27.07390648567119,Never married/single,Artists and art teachers
2015,4,1.0,1508,2780,54.24460431654676,"Married, spouse present",Artists and art teachers
2015,4,2.0,50,2780,1.7985611510791366,"Married, spouse absent",Artists and art teachers
2015,4,3.0,44,2780,1.5827338129496402,Separated,Artists and art teachers
2015,4,4.0,294,2780,10.575539568345324,Divorced,Artists and art teachers
2015,4,5.0,69,2780,2.4820143884892087,Widowed,Artists and art teachers
2015,4,6.0,815,2780,29.31654676258993,Never married/single,Artists and art teachers
2016,4,1.0,1639,2942,55.71040108769545,"Married, spouse present",Artists and art teachers
2016,4,2.0,50,2942,1.699524133242692,"Married, spouse absent",Artists and art teachers
2016,4,3.0,27,2942,0.9177430319510537,Separated,Artists and art teachers
2016,4,4.0,312,2942,10.6050305914344,Divorced,Artists and art teachers
2016,4,5.0,90,2942,3.059143439836846,Widowed,Artists and art teachers
2016,4,6.0,824,2942,28.008157715839566,Never married/single,Artists and art teachers
2017,4,1.0,1574,2929,53.73847729600546,"Married, spouse present",Artists and art teachers
2017,4,2.0,58,2929,1.9801980198019802,"Married, spouse absent",Artists and art teachers
2017,4,3.0,38,2929,1.297371116421987,Separated,Artists and art teachers
2017,4,4.0,312,2929,10.652099692727894,Divorced,Artists and art teachers
2017,4,5.0,74,2929,2.526459542505975,Widowed,Artists and art teachers
2017,4,6.0,873,2929,29.8053943325367,Never married/single,Artists and art teachers
2018,4,1.0,1673,3050,54.85245901639344,"Married, spouse present",Artists and art teachers
2018,4,2.0,53,3050,1.737704918032787,"Married, spouse absent",Artists and art teachers
2018,4,3.0,41,3050,1.3442622950819672,Separated,Artists and art teachers
2018,4,4.0,335,3050,10.98360655737705,Divorced,Artists and art teachers
2018,4,5.0,82,3050,2.6885245901639343,Widowed,Artists and art teachers
2018,4,6.0,866,3050,28.393442622950822,Never married/single,Artists and art teachers
2019,4,1.0,1957,3593,54.46701920400779,"Married, spouse present",Artists and art teachers
2019,4,2.0,59,3593,1.642081825772335,"Married, spouse absent",Artists and art teachers
2019,4,3.0,46,3593,1.28026718619538,Separated,Artists and art teachers
2019,4,4.0,383,3593,10.659615919844141,Divorced,Artists and art teachers
2019,4,5.0,86,3593,2.393543000278319,Widowed,Artists and art teachers
2019,4,6.0,1062,3593,29.557472863902028,Never married/single,Artists and art teachers
1880,5,1.0,22,91,24.175824175824175,"Married, spouse present",Athletes
1880,5,4.0,1,91,1.098901098901099,Divorced,Athletes
1880,5,5.0,3,91,3.296703296703297,Widowed,Athletes
1880,5,6.0,65,91,71.42857142857143,Never married/single,Athletes
1900,5,1.0,46,209,22.00956937799043,"Married, spouse present",Athletes
1900,5,2.0,9,209,4.30622009569378,"Married, spouse absent",Athletes
1900,5,5.0,1,209,0.4784688995215311,Widowed,Athletes
1900,5,6.0,153,209,73.20574162679426,Never married/single,Athletes
1910,5,1.0,13,71,18.30985915492958,"Married, spouse present",Athletes
1910,5,2.0,1,71,1.4084507042253522,"Married, spouse absent",Athletes
1910,5,5.0,1,71,1.4084507042253522,Widowed,Athletes
1910,5,6.0,56,71,78.87323943661971,Never married/single,Athletes
1920,5,1.0,12,37,32.432432432432435,"Married, spouse present",Athletes
1920,5,2.0,2,37,5.405405405405405,"Married, spouse absent",Athletes
1920,5,4.0,1,37,2.7027027027027026,Divorced,Athletes
1920,5,6.0,22,37,59.45945945945946,Never married/single,Athletes
1930,5,1.0,114,373,30.563002680965145,"Married, spouse present",Athletes
1930,5,2.0,18,373,4.825737265415549,"Married, spouse absent",Athletes
1930,5,4.0,5,373,1.3404825737265416,Divorced,Athletes
1930,5,5.0,6,373,1.6085790884718498,Widowed,Athletes
1930,5,6.0,230,373,61.66219839142091,Never married/single,Athletes
1940,5,1.0,45,110,40.909090909090914,"Married, spouse present",Athletes
1940,5,2.0,8,110,7.2727272727272725,"Married, spouse absent",Athletes
1940,5,4.0,2,110,1.8181818181818181,Divorced,Athletes
1940,5,6.0,55,110,50.0,Never married/single,Athletes
1950,5,1.0,42,102,41.17647058823529,"Married, spouse present",Athletes
1950,5,2.0,4,102,3.9215686274509802,"Married, spouse absent",Athletes
1950,5,4.0,2,102,1.9607843137254901,Divorced,Athletes
1950,5,5.0,1,102,0.9803921568627451,Widowed,Athletes
1950,5,6.0,53,102,51.9607843137255,Never married/single,Athletes
1960,5,1.0,155,272,56.98529411764706,"Married, spouse present",Athletes
1960,5,2.0,8,272,2.941176470588235,"Married, spouse absent",Athletes
1960,5,3.0,1,272,0.3676470588235294,Separated,Athletes
1960,5,4.0,7,272,2.5735294117647056,Divorced,Athletes
1960,5,5.0,1,272,0.3676470588235294,Widowed,Athletes
1960,5,6.0,100,272,36.76470588235294,Never married/single,Athletes
1880,6,1.0,34,90,37.77777777777778,"Married, spouse present",Authors
1880,6,2.0,5,90,5.555555555555555,"Married, spouse absent",Authors
1880,6,4.0,1,90,1.1111111111111112,Divorced,Authors
1880,6,5.0,14,90,15.555555555555555,Widowed,Authors
1880,6,6.0,36,90,40.0,Never married/single,Authors
1900,6,1.0,30,95,31.57894736842105,"Married, spouse present",Authors
1900,6,2.0,6,95,6.315789473684211,"Married, spouse absent",Authors
1900,6,4.0,2,95,2.1052631578947367,Divorced,Authors
1900,6,5.0,14,95,14.736842105263156,Widowed,Authors
1900,6,6.0,43,95,45.26315789473684,Never married/single,Authors
1910,6,1.0,20,45,44.44444444444444,"Married, spouse present",Authors
1910,6,2.0,1,45,2.2222222222222223,"Married, spouse absent",Authors
1910,6,5.0,3,45,6.666666666666667,Widowed,Authors
1910,6,6.0,21,45,46.666666666666664,Never married/single,Authors
1920,6,1.0,30,66,45.45454545454545,"Married, spouse present",Authors
1920,6,2.0,3,66,4.545454545454546,"Married, spouse absent",Authors
1920,6,4.0,2,66,3.0303030303030303,Divorced,Authors
1920,6,5.0,8,66,12.121212121212121,Widowed,Authors
1920,6,6.0,23,66,34.84848484848485,Never married/single,Authors
1930,6,1.0,267,575,46.43478260869565,"Married, spouse present",Authors
1930,6,2.0,32,575,5.565217391304348,"Married, spouse absent",Authors
1930,6,4.0,25,575,4.3478260869565215,Divorced,Authors
1930,6,5.0,53,575,9.217391304347826,Widowed,Authors
1930,6,6.0,198,575,34.43478260869565,Never married/single,Authors
1940,6,1.0,82,156,52.56410256410257,"Married, spouse present",Authors
1940,6,2.0,13,156,8.333333333333332,"Married, spouse absent",Authors
1940,6,4.0,9,156,5.769230769230769,Divorced,Authors
1940,6,5.0,6,156,3.8461538461538463,Widowed,Authors
1940,6,6.0,46,156,29.48717948717949,Never married/single,Authors
1950,6,1.0,99,132,75.0,"Married, spouse present",Authors
1950,6,2.0,2,132,1.5151515151515151,"Married, spouse absent",Authors
1950,6,3.0,2,132,1.5151515151515151,Separated,Authors
1950,6,4.0,7,132,5.303030303030303,Divorced,Authors
1950,6,5.0,5,132,3.787878787878788,Widowed,Authors
1950,6,6.0,17,132,12.878787878787879,Never married/single,Authors
1960,6,1.0,1168,1667,70.06598680263947,"Married, spouse present",Authors
1960,6,2.0,19,1667,1.1397720455908817,"Married, spouse absent",Authors
1960,6,3.0,18,1667,1.0797840431913617,Separated,Authors
1960,6,4.0,80,1667,4.799040191961608,Divorced,Authors
1960,6,5.0,66,1667,3.9592081583683263,Widowed,Authors
1960,6,6.0,316,1667,18.95620875824835,Never married/single,Authors
1970,6,1.0,422,644,65.527950310559,"Married, spouse present",Authors
1970,6,2.0,9,644,1.3975155279503106,"Married, spouse absent",Authors
1970,6,3.0,11,644,1.7080745341614907,Separated,Authors
1970,6,4.0,42,644,6.521739130434782,Divorced,Authors
1970,6,5.0,25,644,3.881987577639751,Widowed,Authors
1970,6,6.0,135,644,20.96273291925466,Never married/single,Authors
1980,6,1.0,1533,2752,55.70494186046512,"Married, spouse present",Authors
1980,6,2.0,27,2752,0.9811046511627907,"Married, spouse absent",Authors
1980,6,3.0,71,2752,2.5799418604651163,Separated,Authors
1980,6,4.0,325,2752,11.809593023255815,Divorced,Authors
1980,6,5.0,103,2752,3.7427325581395348,Widowed,Authors
1980,6,6.0,693,2752,25.181686046511626,Never married/single,Authors
1990,6,1.0,3475,5903,58.868372014230054,"Married, spouse present",Authors
1990,6,2.0,74,5903,1.2535998644756903,"Married, spouse absent",Authors
1990,6,3.0,99,5903,1.6771133322039642,Separated,Authors
1990,6,4.0,691,5903,11.705912248009486,Divorced,Authors
1990,6,5.0,192,5903,3.252583432153142,Widowed,Authors
1990,6,6.0,1372,5903,23.242419108927663,Never married/single,Authors
2000,6,1.0,5273,9311,56.631940715283,"Married, spouse present",Authors
2000,6,2.0,150,9311,1.6109977446031578,"Married, spouse absent",Authors
2000,6,3.0,148,9311,1.5895177746751155,Separated,Authors
2000,6,4.0,1079,9311,11.588443776178714,Divorced,Authors
2000,6,5.0,255,9311,2.7386961658253677,Widowed,Authors
2000,6,6.0,2406,9311,25.84040382343465,Never married/single,Authors
2001,6,1.0,541,915,59.12568306010929,"Married, spouse present",Authors
2001,6,2.0,12,915,1.3114754098360655,"Married, spouse absent",Authors
2001,6,3.0,11,915,1.2021857923497268,Separated,Authors
2001,6,4.0,99,915,10.819672131147541,Divorced,Authors
2001,6,5.0,19,915,2.0765027322404372,Widowed,Authors
2001,6,6.0,233,915,25.46448087431694,Never married/single,Authors
2002,6,1.0,500,862,58.0046403712297,"Married, spouse present",Authors
2002,6,2.0,4,862,0.46403712296983757,"Married, spouse absent",Authors
2002,6,3.0,11,862,1.2761020881670533,Separated,Authors
2002,6,4.0,102,862,11.832946635730858,Divorced,Authors
2002,6,5.0,24,862,2.784222737819025,Widowed,Authors
2002,6,6.0,221,862,25.638051044083525,Never married/single,Authors
2003,6,1.0,551,952,57.878151260504204,"Married, spouse present",Authors
2003,6,2.0,7,952,0.7352941176470588,"Married, spouse absent",Authors
2003,6,3.0,18,952,1.8907563025210083,Separated,Authors
2003,6,4.0,95,952,9.978991596638656,Divorced,Authors
2003,6,5.0,19,952,1.9957983193277309,Widowed,Authors
2003,6,6.0,262,952,27.521008403361346,Never married/single,Authors
2004,6,1.0,662,1074,61.63873370577281,"Married, spouse present",Authors
2004,6,2.0,8,1074,0.74487895716946,"Married, spouse absent",Authors
2004,6,3.0,10,1074,0.931098696461825,Separated,Authors
2004,6,4.0,123,1074,11.452513966480447,Divorced,Authors
2004,6,5.0,25,1074,2.3277467411545625,Widowed,Authors
2004,6,6.0,246,1074,22.905027932960895,Never married/single,Authors
2005,6,1.0,1531,2546,60.13354281225452,"Married, spouse present",Authors
2005,6,2.0,45,2546,1.7674783974862531,"Married, spouse absent",Authors
2005,6,3.0,33,2546,1.296150824823252,Separated,Authors
2005,6,4.0,291,2546,11.429693637077769,Divorced,Authors
2005,6,5.0,55,2546,2.16025137470542,Widowed,Authors
2005,6,6.0,591,2546,23.212882953652787,Never married/single,Authors
2006,6,1.0,1467,2427,60.44499381953028,"Married, spouse present",Authors
2006,6,2.0,37,2427,1.5245158632056035,"Married, spouse absent",Authors
